Animal,Animal_path,Camera,UAV_path,Speed,Bias,Total_hits,Actual_hits
whale_shark,random60,sony,figure8,1,yes,0,0
whale_shark,random60,sony,figure8,1,no,0,0
whale_shark,random60,sony,figure8,2,yes,0,0
whale_shark,random60,sony,figure8,2,no,0,0
whale_shark,random60,nadir,lawnmower,1,yes,0,0
whale_shark,random60,nadir,lawnmower,1,no,0,0
whale_shark,random60,nadir,lawnmower,2,yes,0,0
whale_shark,random60,nadir,lawnmower,2,no,0,0
whale_shark,random60,nadir,figure8,1,yes,0,0
whale_shark,random60,nadir,figure8,1,no,0,0
whale_shark,random60,nadir,figure8,2,yes,0,0
whale_shark,random60,nadir,figure8,2,no,0,0
whale_shark,random120,garmin,lawnmower,1,yes,0,0
whale_shark,random120,garmin,lawnmower,1,no,0,0
whale_shark,random120,garmin,lawnmower,2,yes,0,0
whale_shark,random120,garmin,lawnmower,2,no,0,0
whale_shark,random120,garmin,figure8,1,yes,0,0
whale_shark,random120,garmin,figure8,1,no,0,0
whale_shark,random120,garmin,figure8,2,yes,0,0
whale_shark,random120,garmin,figure8,2,no,0,0
whale_shark,random120,sony,lawnmower,1,yes,0,0
whale_shark,random120,sony,lawnmower,1,no,0,0
whale_shark,random120,sony,lawnmower,2,yes,0,0
whale_shark,random120,sony,lawnmower,2,no,0,0
whale_shark,random120,sony,figure8,1,yes,0,0
whale_shark,random120,sony,figure8,1,no,0,0
whale_shark,random120,sony,figure8,2,yes,0,0
whale_shark,random120,sony,figure8,2,no,0,0
whale_shark,random120,nadir,lawnmower,1,yes,0,0
whale_shark,random120,nadir,lawnmower,1,no,0,0
whale_shark,random120,nadir,lawnmower,2,yes,0,0
whale_shark,random120,nadir,lawnmower,2,no,0,0
whale_shark,random120,nadir,figure8,1,yes,0,0
whale_shark,random120,nadir,figure8,1,no,0,0
whale_shark,random120,nadir,figure8,2,yes,0,0
whale_shark,random120,nadir,figure8,2,no,0,0
whale_shark,random180,garmin,lawnmower,1,yes,0,0
whale_shark,random180,garmin,lawnmower,1,no,0,0
whale_shark,random180,garmin,lawnmower,2,yes,0,0
whale_shark,random180,garmin,lawnmower,2,no,0,0
whale_shark,random180,garmin,figure8,1,yes,0,0
whale_shark,random180,garmin,figure8,1,no,0,0
whale_shark,random180,garmin,figure8,2,yes,0,0
whale_shark,random180,garmin,figure8,2,no,0,0
whale_shark,random180,sony,lawnmower,1,yes,0,0
whale_shark,random180,sony,lawnmower,1,no,0,0
whale_shark,random180,sony,lawnmower,2,yes,0,0
whale_shark,random180,sony,lawnmower,2,no,0,0
whale_shark,random180,sony,figure8,1,yes,0,0
whale_shark,random180,sony,figure8,1,no,0,0
whale_shark,random180,sony,figure8,2,yes,0,0
whale_shark,random180,sony,figure8,2,no,0,0
whale_shark,random180,nadir,lawnmower,1,yes,0,0
whale_shark,random180,nadir,lawnmower,1,no,0,0
whale_shark,random180,nadir,lawnmower,2,yes,0,0
whale_shark,random180,nadir,lawnmower,2,no,0,0
whale_shark,random180,nadir,figure8,1,yes,0,0
whale_shark,random180,nadir,figure8,1,no,0,0
whale_shark,random180,nadir,figure8,2,yes,0,0
whale_shark,random180,nadir,figure8,2,no,0,0
ray,straight,garmin,lawnmower,1,yes,0,0
ray,straight,garmin,lawnmower,1,no,0,0
ray,straight,garmin,lawnmower,2,yes,0,0
ray,straight,garmin,lawnmower,2,no,0,0
ray,straight,garmin,figure8,1,yes,0,0
ray,straight,garmin,figure8,1,no,0,0
ray,straight,garmin,figure8,2,yes,0,0
ray,straight,garmin,figure8,2,no,0,0
ray,straight,sony,lawnmower,1,yes,0,0
ray,straight,sony,lawnmower,1,no,0,0
ray,straight,sony,lawnmower,2,yes,0,0
ray,straight,sony,lawnmower,2,no,0,0
ray,straight,sony,figure8,1,yes,0,0
ray,straight,sony,figure8,1,no,0,0
ray,straight,sony,figure8,2,yes,0,0
ray,straight,sony,figure8,2,no,0,0
ray,straight,nadir,lawnmower,1,yes,0,0
ray,straight,nadir,lawnmower,1,no,0,0
ray,straight,nadir,lawnmower,2,yes,0,0
ray,straight,nadir,lawnmower,2,no,0,0
ray,straight,nadir,figure8,1,yes,0,0
ray,straight,nadir,figure8,1,no,0,0
ray,straight,nadir,figure8,2,yes,0,0
ray,straight,nadir,figure8,2,no,0,0
ray,stop25,garmin,lawnmower,1,yes,0,0
ray,stop25,garmin,lawnmower,1,no,0,0
ray,stop25,garmin,lawnmower,2,yes,0,0
ray,stop25,garmin,lawnmower,2,no,0,0
ray,stop25,garmin,figure8,1,yes,0,0
ray,stop25,garmin,figure8,1,no,0,0
ray,stop25,garmin,figure8,2,yes,0,0
ray,stop25,garmin,figure8,2,no,0,0
ray,stop25,sony,lawnmower,1,yes,0,0
ray,stop25,sony,lawnmower,1,no,0,0
ray,stop25,sony,lawnmower,2,yes,0,0
ray,stop25,sony,lawnmower,2,no,0,0
ray,stop25,sony,figure8,1,yes,0,0
ray,stop25,sony,figure8,1,no,0,0
ray,stop25,sony,figure8,2,yes,0,0
ray,stop25,sony,figure8,2,no,0,0
ray,stop25,nadir,lawnmower,1,yes,0,0
ray,stop25,nadir,lawnmower,1,no,0,0
ray,stop25,nadir,lawnmower,2,yes,0,0
ray,stop25,nadir,lawnmower,2,no,0,0
ray,stop25,nadir,figure8,1,yes,0,0
ray,stop25,nadir,figure8,1,no,0,0
ray,stop25,nadir,figure8,2,yes,0,0
ray,stop25,nadir,figure8,2,no,0,0
ray,stop50,garmin,lawnmower,1,yes,0,0
ray,stop50,garmin,lawnmower,1,no,0,0
ray,stop50,garmin,lawnmower,2,yes,0,0
ray,stop50,garmin,lawnmower,2,no,0,0
ray,stop50,garmin,figure8,1,yes,0,0
ray,stop50,garmin,figure8,1,no,0,0
ray,stop50,garmin,figure8,2,yes,0,0
ray,stop50,garmin,figure8,2,no,0,0
ray,stop50,sony,lawnmower,1,yes,0,0
ray,stop50,sony,lawnmower,1,no,0,0
ray,stop50,sony,lawnmower,2,yes,0,0
ray,stop50,sony,lawnmower,2,no,0,0
ray,stop50,sony,figure8,1,yes,0,0
ray,stop50,sony,figure8,1,no,0,0
ray,stop50,sony,figure8,2,yes,0,0
ray,stop50,sony,figure8,2,no,0,0
ray,stop50,nadir,lawnmower,1,yes,0,0
ray,stop50,nadir,lawnmower,1,no,0,0
ray,stop50,nadir,lawnmower,2,yes,0,0
ray,stop50,nadir,lawnmower,2,no,0,0
ray,stop50,nadir,figure8,1,yes,0,0
ray,stop50,nadir,figure8,1,no,0,0
ray,stop50,nadir,figure8,2,yes,0,0
ray,stop50,nadir,figure8,2,no,0,0
ray,stop75,garmin,lawnmower,1,yes,0,0
ray,stop75,garmin,lawnmower,1,no,0,0
ray,stop75,garmin,lawnmower,2,yes,0,0
ray,stop75,garmin,lawnmower,2,no,0,0
ray,stop75,garmin,figure8,1,yes,0,0
ray,stop75,garmin,figure8,1,no,0,0
ray,stop75,garmin,figure8,2,yes,0,0
ray,stop75,garmin,figure8,2,no,0,0
ray,stop75,sony,lawnmower,1,yes,0,0
ray,stop75,sony,lawnmower,1,no,0,0
ray,stop75,sony,lawnmower,2,yes,0,0
ray,stop75,sony,lawnmower,2,no,0,0
ray,stop75,sony,figure8,1,yes,0,0
ray,stop75,sony,figure8,1,no,0,0
ray,stop75,sony,figure8,2,yes,0,0
ray,stop75,sony,figure8,2,no,0,0
ray,stop75,nadir,lawnmower,1,yes,0,0
ray,stop75,nadir,lawnmower,1,no,0,0
ray,stop75,nadir,lawnmower,2,yes,0,0
ray,stop75,nadir,lawnmower,2,no,0,0
ray,stop75,nadir,figure8,1,yes,0,0
ray,stop75,nadir,figure8,1,no,0,0
ray,stop75,nadir,figure8,2,yes,0,0
ray,stop75,nadir,figure8,2,no,0,0
ray,random60,garmin,lawnmower,1,yes,0,0
ray,random60,garmin,lawnmower,1,no,0,0
ray,random60,garmin,lawnmower,2,yes,0,0
ray,random60,garmin,lawnmower,2,no,0,0
ray,random60,garmin,figure8,1,yes,0,0
ray,random60,garmin,figure8,1,no,0,0
ray,random60,garmin,figure8,2,yes,0,0
ray,random60,garmin,figure8,2,no,0,0
ray,random60,sony,lawnmower,1,yes,0,0
ray,random60,sony,lawnmower,1,no,0,0
ray,random60,sony,lawnmower,2,yes,0,0
ray,random60,sony,lawnmower,2,no,0,0
ray,random60,sony,figure8,1,yes,0,0
ray,random60,sony,figure8,1,no,0,0
ray,random60,sony,figure8,2,yes,0,0
ray,random60,sony,figure8,2,no,0,0
ray,random60,nadir,lawnmower,1,yes,0,0
ray,random60,nadir,lawnmower,1,no,0,0
ray,random60,nadir,lawnmower,2,yes,0,0
ray,random60,nadir,lawnmower,2,no,0,0
ray,random60,nadir,figure8,1,yes,0,0
ray,random60,nadir,figure8,1,no,0,0
ray,random60,nadir,figure8,2,yes,0,0
ray,random60,nadir,figure8,2,no,0,0
ray,random120,garmin,lawnmower,1,yes,0,0
ray,random120,garmin,lawnmower,1,no,0,0
ray,random120,garmin,lawnmower,2,yes,0,0
ray,random120,garmin,lawnmower,2,no,0,0
ray,random120,garmin,figure8,1,yes,0,0
ray,random120,garmin,figure8,1,no,0,0
ray,random120,garmin,figure8,2,yes,0,0
ray,random120,garmin,figure8,2,no,0,0
ray,random120,sony,lawnmower,1,yes,0,0
ray,random120,sony,lawnmower,1,no,0,0
ray,random120,sony,lawnmower,2,yes,0,0
ray,random120,sony,lawnmower,2,no,0,0
ray,random120,sony,figure8,1,yes,0,0
ray,random120,sony,figure8,1,no,0,0
ray,random120,sony,figure8,2,yes,0,0
ray,random120,sony,figure8,2,no,0,0
ray,random120,nadir,lawnmower,1,yes,0,0
ray,random120,nadir,lawnmower,1,no,0,0
ray,random120,nadir,lawnmower,2,yes,0,0
ray,random120,nadir,lawnmower,2,no,0,0
ray,random120,nadir,figure8,1,yes,0,0
ray,random120,nadir,figure8,1,no,0,0
ray,random120,nadir,figure8,2,yes,0,0
ray,random120,nadir,figure8,2,no,0,0
ray,random180,garmin,lawnmower,1,yes,0,0
ray,random180,garmin,lawnmower,1,no,0,0
ray,random180,garmin,lawnmower,2,yes,0,0
ray,random180,garmin,lawnmower,2,no,0,0
ray,random180,garmin,figure8,1,yes,0,0
ray,random180,garmin,figure8,1,no,0,0
ray,random180,garmin,figure8,2,yes,0,0
ray,random180,garmin,figure8,2,no,0,0
ray,random180,sony,lawnmower,1,yes,0,0
ray,random180,sony,lawnmower,1,no,0,0
ray,random180,sony,lawnmower,2,yes,0,0
ray,random180,sony,lawnmower,2,no,0,0
ray,random180,sony,figure8,1,yes,0,0
ray,random180,sony,figure8,1,no,0,0
ray,random180,sony,figure8,2,yes,0,0
ray,random180,sony,figure8,2,no,0,0
ray,random180,nadir,lawnmower,1,yes,0,0
ray,random180,nadir,lawnmower,1,no,0,0
ray,random180,nadir,lawnmower,2,yes,0,0
ray,random180,nadir,lawnmower,2,no,0,0
ray,random180,nadir,figure8,1,yes,0,0
ray,random180,nadir,figure8,1,no,0,0
ray,random180,nadir,figure8,2,yes,0,0
ray,random180,nadir,figure8,2,no,0,0
manatee,straight,garmin,lawnmower,1,yes,8,2
manatee,straight,garmin,lawnmower,1,no,8,2
manatee,straight,garmin,lawnmower,2,yes,8,2
manatee,straight,garmin,lawnmower,2,no,7,2
manatee,straight,garmin,figure8,1,yes,0,0
manatee,straight,garmin,figure8,1,no,0,0
manatee,straight,garmin,figure8,2,yes,0,0
manatee,straight,garmin,figure8,2,no,0,0
manatee,straight,sony,lawnmower,1,yes,0,0
manatee,straight,sony,lawnmower,1,no,0,0
manatee,straight,sony,lawnmower,2,yes,0,0
manatee,straight,sony,lawnmower,2,no,0,0
manatee,straight,sony,figure8,1,yes,0,0
manatee,straight,sony,figure8,1,no,0,0
manatee,straight,sony,figure8,2,yes,0,0
manatee,straight,sony,figure8,2,no,0,0
manatee,straight,nadir,lawnmower,1,yes,12,2
manatee,straight,nadir,lawnmower,1,no,9,2
manatee,straight,nadir,lawnmower,2,yes,12,2
manatee,straight,nadir,lawnmower,2,no,12,2
manatee,straight,nadir,figure8,1,yes,0,0
manatee,straight,nadir,figure8,1,no,0,0
manatee,straight,nadir,figure8,2,yes,0,0
manatee,straight,nadir,figure8,2,no,0,0
manatee,stop25,garmin,lawnmower,1,yes,6,2
manatee,stop25,garmin,lawnmower,1,no,6,2
manatee,stop25,garmin,lawnmower,2,yes,7,2
manatee,stop25,garmin,lawnmower,2,no,8,2
manatee,stop25,garmin,figure8,1,yes,0,0
manatee,stop25,garmin,figure8,1,no,0,0
manatee,stop25,garmin,figure8,2,yes,0,0
manatee,stop25,garmin,figure8,2,no,0,0
manatee,stop25,sony,lawnmower,1,yes,0,0
manatee,stop25,sony,lawnmower,1,no,0,0
manatee,stop25,sony,lawnmower,2,yes,0,0
manatee,stop25,sony,lawnmower,2,no,0,0
manatee,stop25,sony,figure8,1,yes,0,0
manatee,stop25,sony,figure8,1,no,0,0
manatee,stop25,sony,figure8,2,yes,0,0
manatee,stop25,sony,figure8,2,no,0,0
manatee,stop25,nadir,lawnmower,1,yes,9,2
manatee,stop25,nadir,lawnmower,1,no,10,2
manatee,stop25,nadir,lawnmower,2,yes,11,2
manatee,stop25,nadir,lawnmower,2,no,11,2
manatee,stop25,nadir,figure8,1,yes,0,0
manatee,stop25,nadir,figure8,1,no,0,0
manatee,stop25,nadir,figure8,2,yes,0,0
manatee,stop25,nadir,figure8,2,no,0,0
manatee,stop50,garmin,lawnmower,1,yes,7,2
manatee,stop50,garmin,lawnmower,1,no,8,2
manatee,stop50,garmin,lawnmower,2,yes,8,2
manatee,stop50,garmin,lawnmower,2,no,8,2
manatee,stop50,garmin,figure8,1,yes,0,0
manatee,stop50,garmin,figure8,1,no,0,0
manatee,stop50,garmin,figure8,2,yes,0,0
manatee,stop50,garmin,figure8,2,no,0,0
manatee,stop50,sony,lawnmower,1,yes,0,0
manatee,stop50,sony,lawnmower,1,no,0,0
manatee,stop50,sony,lawnmower,2,yes,0,0
manatee,stop50,sony,lawnmower,2,no,0,0
manatee,stop50,sony,figure8,1,yes,0,0
manatee,stop50,sony,figure8,1,no,0,0
manatee,stop50,sony,figure8,2,yes,0,0
manatee,stop50,sony,figure8,2,no,0,0
manatee,stop50,nadir,lawnmower,1,yes,9,2
manatee,stop50,nadir,lawnmower,1,no,12,2
manatee,stop50,nadir,lawnmower,2,yes,11,2
manatee,stop50,nadir,lawnmower,2,no,11,2
manatee,stop50,nadir,figure8,1,yes,0,0
manatee,stop50,nadir,figure8,1,no,0,0
manatee,stop50,nadir,figure8,2,yes,0,0
manatee,stop50,nadir,figure8,2,no,0,0
manatee,stop75,garmin,lawnmower,1,yes,7,2
manatee,stop75,garmin,lawnmower,1,no,5,2
manatee,stop75,garmin,lawnmower,2,yes,7,2
manatee,stop75,garmin,lawnmower,2,no,9,2
manatee,stop75,garmin,figure8,1,yes,0,0
manatee,stop75,garmin,figure8,1,no,0,0
manatee,stop75,garmin,figure8,2,yes,0,0
manatee,stop75,garmin,figure8,2,no,0,0
manatee,stop75,sony,lawnmower,1,yes,0,0
manatee,stop75,sony,lawnmower,1,no,0,0
manatee,stop75,sony,lawnmower,2,yes,0,0
manatee,stop75,sony,lawnmower,2,no,0,0
manatee,stop75,sony,figure8,1,yes,0,0
manatee,stop75,sony,figure8,1,no,0,0
manatee,stop75,sony,figure8,2,yes,0,0
manatee,stop75,sony,figure8,2,no,0,0
manatee,stop75,nadir,lawnmower,1,yes,9,2
manatee,stop75,nadir,lawnmower,1,no,10,2
manatee,stop75,nadir,lawnmower,2,yes,12,2
manatee,stop75,nadir,lawnmower,2,no,11,2
manatee,stop75,nadir,figure8,1,yes,0,0
manatee,stop75,nadir,figure8,1,no,0,0
manatee,stop75,nadir,figure8,2,yes,0,0
manatee,stop75,nadir,figure8,2,no,0,0
manatee,random60,garmin,lawnmower,1,yes,0,0
manatee,random60,garmin,lawnmower,1,no,0,0
manatee,random60,garmin,lawnmower,2,yes,0,0
manatee,random60,garmin,lawnmower,2,no,0,0
manatee,random60,garmin,figure8,1,yes,0,0
manatee,random60,garmin,figure8,1,no,0,0
manatee,random60,garmin,figure8,2,yes,0,0
manatee,random60,garmin,figure8,2,no,0,0
manatee,random60,sony,lawnmower,1,yes,0,0
manatee,random60,sony,lawnmower,1,no,0,0
manatee,random60,sony,lawnmower,2,yes,0,0
manatee,random60,sony,lawnmower,2,no,0,0
manatee,random60,sony,figure8,1,yes,0,0
manatee,random60,sony,figure8,1,no,0,0
manatee,random60,sony,figure8,2,yes,0,0
manatee,random60,sony,figure8,2,no,0,0
manatee,random60,nadir,lawnmower,1,yes,0,0
manatee,random60,nadir,lawnmower,1,no,0,0
manatee,random60,nadir,lawnmower,2,yes,0,0
manatee,random60,nadir,lawnmower,2,no,0,0
manatee,random60,nadir,figure8,1,yes,0,0
manatee,random60,nadir,figure8,1,no,0,0
manatee,random60,nadir,figure8,2,yes,0,0
manatee,random60,nadir,figure8,2,no,0,0
manatee,random120,garmin,lawnmower,1,yes,0,0
manatee,random120,garmin,lawnmower,1,no,0,0
manatee,random120,garmin,lawnmower,2,yes,0,0
manatee,random120,garmin,lawnmower,2,no,0,0
manatee,random120,garmin,figure8,1,yes,0,0
manatee,random120,garmin,figure8,1,no,0,0
manatee,random120,garmin,figure8,2,yes,0,0
manatee,random120,garmin,figure8,2,no,0,0
manatee,random120,sony,lawnmower,1,yes,0,0
manatee,random120,sony,lawnmower,1,no,0,0
manatee,random120,sony,lawnmower,2,yes,0,0
manatee,random120,sony,lawnmower,2,no,0,0
manatee,random120,sony,figure8,1,yes,0,0
manatee,random120,sony,figure8,1,no,0,0
manatee,random120,sony,figure8,2,yes,0,0
manatee,random120,sony,figure8,2,no,0,0
manatee,random120,nadir,lawnmower,1,yes,0,0
manatee,random120,nadir,lawnmower,1,no,0,0
manatee,random120,nadir,lawnmower,2,yes,0,0
manatee,random120,nadir,lawnmower,2,no,0,0
manatee,random120,nadir,figure8,1,yes,0,0
manatee,random120,nadir,figure8,1,no,0,0
manatee,random120,nadir,figure8,2,yes,0,0
manatee,random120,nadir,figure8,2,no,0,0
manatee,random180,garmin,lawnmower,1,yes,0,0
manatee,random180,garmin,lawnmower,1,no,0,0
manatee,random180,garmin,lawnmower,2,yes,0,0
manatee,random180,garmin,lawnmower,2,no,0,0
manatee,random180,garmin,figure8,1,yes,0,0
manatee,random180,garmin,figure8,1,no,0,0
manatee,random180,garmin,figure8,2,yes,0,0
manatee,random180,garmin,figure8,2,no,0,0
manatee,random180,sony,lawnmower,1,yes,0,0
manatee,random180,sony,lawnmower,1,no,0,0
manatee,random180,sony,lawnmower,2,yes,0,0
manatee,random180,sony,lawnmower,2,no,0,0
manatee,random180,sony,figure8,1,yes,0,0
manatee,random180,sony,figure8,1,no,0,0
manatee,random180,sony,figure8,2,yes,0,0
manatee,random180,sony,figure8,2,no,0,0
manatee,random180,nadir,lawnmower,1,yes,0,0
manatee,random180,nadir,lawnmower,1,no,0,0
manatee,random180,nadir,lawnmower,2,yes,0,0
manatee,random180,nadir,lawnmower,2,no,0,0
manatee,random180,nadir,figure8,1,yes,0,0
manatee,random180,nadir,figure8,1,no,0,0
manatee,random180,nadir,figure8,2,yes,0,0
manatee,random180,nadir,figure8,2,no,0,0
booby,straight,garmin,lawnmower,1,yes,0,0
booby,straight,garmin,lawnmower,1,no,0,0
booby,straight,garmin,lawnmower,2,yes,0,0
booby,straight,garmin,lawnmower,2,no,0,0
booby,straight,garmin,figure8,1,yes,0,0
booby,straight,garmin,figure8,1,no,0,0
booby,straight,garmin,figure8,2,yes,0,0
booby,straight,garmin,figure8,2,no,0,0
booby,straight,sony,lawnmower,1,yes,0,0
booby,straight,sony,lawnmower,1,no,0,0
booby,straight,sony,lawnmower,2,yes,0,0
booby,straight,sony,lawnmower,2,no,0,0
booby,straight,sony,figure8,1,yes,0,0
booby,straight,sony,figure8,1,no,0,0
booby,straight,sony,figure8,2,yes,0,0
booby,straight,sony,figure8,2,no,0,0
booby,straight,nadir,lawnmower,1,yes,0,0
booby,straight,nadir,lawnmower,1,no,0,0
booby,straight,nadir,lawnmower,2,yes,0,0
booby,straight,nadir,lawnmower,2,no,0,0
booby,straight,nadir,figure8,1,yes,0,0
booby,straight,nadir,figure8,1,no,0,0
booby,straight,nadir,figure8,2,yes,0,0
booby,straight,nadir,figure8,2,no,0,0
booby,stop25,garmin,lawnmower,1,yes,0,0
booby,stop25,garmin,lawnmower,1,no,0,0
booby,stop25,garmin,lawnmower,2,yes,0,0
booby,stop25,garmin,lawnmower,2,no,0,0
booby,stop25,garmin,figure8,1,yes,0,0
booby,stop25,garmin,figure8,1,no,0,0
booby,stop25,garmin,figure8,2,yes,0,0
booby,stop25,garmin,figure8,2,no,0,0
booby,stop25,sony,lawnmower,1,yes,0,0
booby,stop25,sony,lawnmower,1,no,0,0
booby,stop25,sony,lawnmower,2,yes,0,0
booby,stop25,sony,lawnmower,2,no,0,0
booby,stop25,sony,figure8,1,yes,0,0
booby,stop25,sony,figure8,1,no,0,0
booby,stop25,sony,figure8,2,yes,0,0
booby,stop25,sony,figure8,2,no,0,0
booby,stop25,nadir,lawnmower,1,yes,0,0
booby,stop25,nadir,lawnmower,1,no,0,0
booby,stop25,nadir,lawnmower,2,yes,0,0
booby,stop25,nadir,lawnmower,2,no,0,0
booby,stop25,nadir,figure8,1,yes,0,0
booby,stop25,nadir,figure8,1,no,0,0
booby,stop25,nadir,figure8,2,yes,0,0
booby,stop25,nadir,figure8,2,no,0,0
booby,stop50,garmin,lawnmower,1,yes,0,0
booby,stop50,garmin,lawnmower,1,no,0,0
