Animal,Animal_path,Camera,UAV_path,Speed,Bias,Total_hits,Actual_hits
booby,stop50,garmin,lawnmower,2,yes,0,0
booby,stop50,garmin,lawnmower,2,no,0,0
booby,stop50,garmin,figure8,1,yes,0,0
booby,stop50,garmin,figure8,1,no,0,0
booby,stop50,garmin,figure8,2,yes,0,0
booby,stop50,garmin,figure8,2,no,0,0
booby,stop50,sony,lawnmower,1,yes,0,0
booby,stop50,sony,lawnmower,1,no,0,0
booby,stop50,sony,lawnmower,2,yes,0,0
booby,stop50,sony,lawnmower,2,no,0,0
booby,stop50,sony,figure8,1,yes,0,0
booby,stop50,sony,figure8,1,no,0,0
booby,stop50,sony,figure8,2,yes,0,0
booby,stop50,sony,figure8,2,no,0,0
booby,stop50,nadir,lawnmower,1,yes,0,0
booby,stop50,nadir,lawnmower,1,no,0,0
booby,stop50,nadir,lawnmower,2,yes,0,0
booby,stop50,nadir,lawnmower,2,no,0,0
booby,stop50,nadir,figure8,1,yes,0,0
booby,stop50,nadir,figure8,1,no,0,0
booby,stop50,nadir,figure8,2,yes,0,0
booby,stop50,nadir,figure8,2,no,0,0
booby,stop75,garmin,lawnmower,1,yes,0,0
booby,stop75,garmin,lawnmower,1,no,0,0
booby,stop75,garmin,lawnmower,2,yes,0,0
booby,stop75,garmin,lawnmower,2,no,0,0
booby,stop75,garmin,figure8,1,yes,0,0
booby,stop75,garmin,figure8,1,no,0,0
booby,stop75,garmin,figure8,2,yes,0,0
booby,stop75,garmin,figure8,2,no,0,0
booby,stop75,sony,lawnmower,1,yes,0,0
booby,stop75,sony,lawnmower,1,no,0,0
booby,stop75,sony,lawnmower,2,yes,0,0
booby,stop75,sony,lawnmower,2,no,0,0
booby,stop75,sony,figure8,1,yes,0,0
booby,stop75,sony,figure8,1,no,0,0
booby,stop75,sony,figure8,2,yes,0,0
booby,stop75,sony,figure8,2,no,0,0
booby,stop75,nadir,lawnmower,1,yes,0,0
booby,stop75,nadir,lawnmower,1,no,0,0
booby,stop75,nadir,lawnmower,2,yes,0,0
booby,stop75,nadir,lawnmower,2,no,0,0
booby,stop75,nadir,figure8,1,yes,0,0
booby,stop75,nadir,figure8,1,no,0,0
booby,stop75,nadir,figure8,2,yes,0,0
booby,stop75,nadir,figure8,2,no,0,0
booby,random60,garmin,lawnmower,1,yes,0,0
booby,random60,garmin,lawnmower,1,no,0,0
booby,random60,garmin,lawnmower,2,yes,0,0
booby,random60,garmin,lawnmower,2,no,0,0
booby,random60,garmin,figure8,1,yes,0,0
booby,random60,garmin,figure8,1,no,0,0
booby,random60,garmin,figure8,2,yes,0,0
booby,random60,garmin,figure8,2,no,0,0
booby,random60,sony,lawnmower,1,yes,0,0
booby,random60,sony,lawnmower,1,no,0,0
booby,random60,sony,lawnmower,2,yes,0,0
booby,random60,sony,lawnmower,2,no,0,0
booby,random60,sony,figure8,1,yes,0,0
booby,random60,sony,figure8,1,no,0,0
booby,random60,sony,figure8,2,yes,0,0
booby,random60,sony,figure8,2,no,0,0
booby,random60,nadir,lawnmower,1,yes,4,1
booby,random60,nadir,lawnmower,1,no,4,1
booby,random60,nadir,lawnmower,2,yes,4,1
booby,random60,nadir,lawnmower,2,no,0,0
booby,random60,nadir,figure8,1,yes,0,0
booby,random60,nadir,figure8,1,no,0,0
booby,random60,nadir,figure8,2,yes,0,0
booby,random60,nadir,figure8,2,no,0,0
booby,random120,garmin,lawnmower,1,yes,8,2
booby,random120,garmin,lawnmower,1,no,3,1
booby,random120,garmin,lawnmower,2,yes,0,0
booby,random120,garmin,lawnmower,2,no,0,0
booby,random120,garmin,figure8,1,yes,0,0
booby,random120,garmin,figure8,1,no,0,0
booby,random120,garmin,figure8,2,yes,0,0
booby,random120,garmin,figure8,2,no,0,0
booby,random120,sony,lawnmower,1,yes,8,1
booby,random120,sony,lawnmower,1,no,3,1
booby,random120,sony,lawnmower,2,yes,0,0
booby,random120,sony,lawnmower,2,no,0,0
booby,random120,sony,figure8,1,yes,0,0
booby,random120,sony,figure8,1,no,0,0
booby,random120,sony,figure8,2,yes,0,0
booby,random120,sony,figure8,2,no,0,0
booby,random120,nadir,lawnmower,1,yes,0,0
booby,random120,nadir,lawnmower,1,no,0,0
booby,random120,nadir,lawnmower,2,yes,0,0
booby,random120,nadir,lawnmower,2,no,16,3
booby,random120,nadir,figure8,1,yes,0,0
booby,random120,nadir,figure8,1,no,0,0
booby,random120,nadir,figure8,2,yes,0,0
booby,random120,nadir,figure8,2,no,0,0
booby,random180,garmin,lawnmower,1,yes,0,0
booby,random180,garmin,lawnmower,1,no,0,0
booby,random180,garmin,lawnmower,2,yes,1,1
booby,random180,garmin,lawnmower,2,no,3,1
booby,random180,garmin,figure8,1,yes,0,0
booby,random180,garmin,figure8,1,no,0,0
booby,random180,garmin,figure8,2,yes,0,0
booby,random180,garmin,figure8,2,no,0,0
booby,random180,sony,lawnmower,1,yes,1,1
booby,random180,sony,lawnmower,1,no,11,2
booby,random180,sony,lawnmower,2,yes,3,1
booby,random180,sony,lawnmower,2,no,3,1
booby,random180,sony,figure8,1,yes,0,0
booby,random180,sony,figure8,1,no,0,0
booby,random180,sony,figure8,2,yes,0,0
booby,random180,sony,figure8,2,no,0,0
booby,random180,nadir,lawnmower,1,yes,0,0
booby,random180,nadir,lawnmower,1,no,2,1
booby,random180,nadir,lawnmower,2,yes,0,0
booby,random180,nadir,lawnmower,2,no,0,0
booby,random180,nadir,figure8,1,yes,0,0
booby,random180,nadir,figure8,1,no,0,0
booby,random180,nadir,figure8,2,yes,0,0
booby,random180,nadir,figure8,2,no,0,0
frigate,straight,garmin,lawnmower,1,yes,0,0
frigate,straight,garmin,lawnmower,1,no,0,0
frigate,straight,garmin,lawnmower,2,yes,0,0
frigate,straight,garmin,lawnmower,2,no,0,0
frigate,straight,garmin,figure8,1,yes,0,0
frigate,straight,garmin,figure8,1,no,0,0
frigate,straight,garmin,figure8,2,yes,0,0
frigate,straight,garmin,figure8,2,no,0,0
frigate,straight,sony,lawnmower,1,yes,0,0
frigate,straight,sony,lawnmower,1,no,0,0
frigate,straight,sony,lawnmower,2,yes,0,0
frigate,straight,sony,lawnmower,2,no,0,0
frigate,straight,sony,figure8,1,yes,0,0
frigate,straight,sony,figure8,1,no,0,0
frigate,straight,sony,figure8,2,yes,0,0
frigate,straight,sony,figure8,2,no,0,0
frigate,straight,nadir,lawnmower,1,yes,0,0
frigate,straight,nadir,lawnmower,1,no,0,0
frigate,straight,nadir,lawnmower,2,yes,0,0
frigate,straight,nadir,lawnmower,2,no,0,0
frigate,straight,nadir,figure8,1,yes,0,0
frigate,straight,nadir,figure8,1,no,0,0
frigate,straight,nadir,figure8,2,yes,0,0
frigate,straight,nadir,figure8,2,no,0,0
frigate,stop25,garmin,lawnmower,1,yes,0,0
frigate,stop25,garmin,lawnmower,1,no,0,0
frigate,stop25,garmin,lawnmower,2,yes,0,0
frigate,stop25,garmin,lawnmower,2,no,0,0
frigate,stop25,garmin,figure8,1,yes,0,0
frigate,stop25,garmin,figure8,1,no,0,0
frigate,stop25,garmin,figure8,2,yes,0,0
frigate,stop25,garmin,figure8,2,no,0,0
frigate,stop25,sony,lawnmower,1,yes,0,0
frigate,stop25,sony,lawnmower,1,no,0,0
frigate,stop25,sony,lawnmower,2,yes,0,0
frigate,stop25,sony,lawnmower,2,no,0,0
frigate,stop25,sony,figure8,1,yes,0,0
frigate,stop25,sony,figure8,1,no,0,0
frigate,stop25,sony,figure8,2,yes,0,0
frigate,stop25,sony,figure8,2,no,0,0
frigate,stop25,nadir,lawnmower,1,yes,0,0
frigate,stop25,nadir,lawnmower,1,no,0,0
frigate,stop25,nadir,lawnmower,2,yes,0,0
frigate,stop25,nadir,lawnmower,2,no,0,0
frigate,stop25,nadir,figure8,1,yes,0,0
frigate,stop25,nadir,figure8,1,no,0,0
frigate,stop25,nadir,figure8,2,yes,0,0
frigate,stop25,nadir,figure8,2,no,0,0
frigate,stop50,garmin,lawnmower,1,yes,0,0
frigate,stop50,garmin,lawnmower,1,no,0,0
frigate,stop50,garmin,lawnmower,2,yes,0,0
frigate,stop50,garmin,lawnmower,2,no,0,0
frigate,stop50,garmin,figure8,1,yes,0,0
frigate,stop50,garmin,figure8,1,no,0,0
frigate,stop50,garmin,figure8,2,yes,0,0
frigate,stop50,garmin,figure8,2,no,0,0
frigate,stop50,sony,lawnmower,1,yes,0,0
frigate,stop50,sony,lawnmower,1,no,0,0
frigate,stop50,sony,lawnmower,2,yes,0,0
frigate,stop50,sony,lawnmower,2,no,0,0
frigate,stop50,sony,figure8,1,yes,0,0
frigate,stop50,sony,figure8,1,no,0,0
frigate,stop50,sony,figure8,2,yes,0,0
frigate,stop50,sony,figure8,2,no,0,0
frigate,stop50,nadir,lawnmower,1,yes,0,0
frigate,stop50,nadir,lawnmower,1,no,0,0
frigate,stop50,nadir,lawnmower,2,yes,0,0
frigate,stop50,nadir,lawnmower,2,no,0,0
frigate,stop50,nadir,figure8,1,yes,0,0
frigate,stop50,nadir,figure8,1,no,0,0
frigate,stop50,nadir,figure8,2,yes,0,0
frigate,stop50,nadir,figure8,2,no,0,0
frigate,stop75,garmin,lawnmower,1,yes,0,0
frigate,stop75,garmin,lawnmower,1,no,0,0
frigate,stop75,garmin,lawnmower,2,yes,0,0
frigate,stop75,garmin,lawnmower,2,no,0,0
frigate,stop75,garmin,figure8,1,yes,0,0
frigate,stop75,garmin,figure8,1,no,0,0
frigate,stop75,garmin,figure8,2,yes,0,0
frigate,stop75,garmin,figure8,2,no,0,0
frigate,stop75,sony,lawnmower,1,yes,0,0
frigate,stop75,sony,lawnmower,1,no,0,0
frigate,stop75,sony,lawnmower,2,yes,0,0
frigate,stop75,sony,lawnmower,2,no,0,0
frigate,stop75,sony,figure8,1,yes,0,0
frigate,stop75,sony,figure8,1,no,0,0
frigate,stop75,sony,figure8,2,yes,0,0
frigate,stop75,sony,figure8,2,no,0,0
frigate,stop75,nadir,lawnmower,1,yes,0,0
frigate,stop75,nadir,lawnmower,1,no,0,0
frigate,stop75,nadir,lawnmower,2,yes,0,0
frigate,stop75,nadir,lawnmower,2,no,0,0
frigate,stop75,nadir,figure8,1,yes,0,0
frigate,stop75,nadir,figure8,1,no,0,0
frigate,stop75,nadir,figure8,2,yes,0,0
frigate,stop75,nadir,figure8,2,no,0,0
frigate,random60,garmin,lawnmower,1,yes,0,0
frigate,random60,garmin,lawnmower,1,no,0,0
frigate,random60,garmin,lawnmower,2,yes,0,0
frigate,random60,garmin,lawnmower,2,no,0,0
frigate,random60,garmin,figure8,1,yes,0,0
frigate,random60,garmin,figure8,1,no,0,0
frigate,random60,garmin,figure8,2,yes,0,0
frigate,random60,garmin,figure8,2,no,0,0
frigate,random60,sony,lawnmower,1,yes,0,0
frigate,random60,sony,lawnmower,1,no,0,0
frigate,random60,sony,lawnmower,2,yes,0,0
frigate,random60,sony,lawnmower,2,no,0,0
frigate,random60,sony,figure8,1,yes,0,0
frigate,random60,sony,figure8,1,no,0,0
frigate,random60,sony,figure8,2,yes,0,0
frigate,random60,sony,figure8,2,no,0,0
frigate,random60,nadir,lawnmower,1,yes,0,0
frigate,random60,nadir,lawnmower,1,no,0,0
frigate,random60,nadir,lawnmower,2,yes,0,0
frigate,random60,nadir,lawnmower,2,no,0,0
frigate,random60,nadir,figure8,1,yes,0,0
frigate,random60,nadir,figure8,1,no,0,0
frigate,random60,nadir,figure8,2,yes,0,0
frigate,random60,nadir,figure8,2,no,0,0
frigate,random120,garmin,lawnmower,1,yes,0,0
frigate,random120,garmin,lawnmower,1,no,0,0
frigate,random120,garmin,lawnmower,2,yes,0,0
frigate,random120,garmin,lawnmower,2,no,0,0
frigate,random120,garmin,figure8,1,yes,0,0
frigate,random120,garmin,figure8,1,no,0,0
frigate,random120,garmin,figure8,2,yes,0,0
frigate,random120,garmin,figure8,2,no,0,0
frigate,random120,sony,lawnmower,1,yes,4,1
frigate,random120,sony,lawnmower,1,no,0,0
frigate,random120,sony,lawnmower,2,yes,0,0
frigate,random120,sony,lawnmower,2,no,0,0
frigate,random120,sony,figure8,1,yes,0,0
frigate,random120,sony,figure8,1,no,0,0
frigate,random120,sony,figure8,2,yes,0,0
frigate,random120,sony,figure8,2,no,0,0
frigate,random120,nadir,lawnmower,1,yes,0,0
frigate,random120,nadir,lawnmower,1,no,0,0
frigate,random120,nadir,lawnmower,2,yes,0,0
frigate,random120,nadir,lawnmower,2,no,0,0
frigate,random120,nadir,figure8,1,yes,0,0
frigate,random120,nadir,figure8,1,no,0,0
frigate,random120,nadir,figure8,2,yes,0,0
frigate,random120,nadir,figure8,2,no,0,0
frigate,random180,garmin,lawnmower,1,yes,0,0
frigate,random180,garmin,lawnmower,1,no,0,0
frigate,random180,garmin,lawnmower,2,yes,0,0
frigate,random180,garmin,lawnmower,2,no,0,0
frigate,random180,garmin,figure8,1,yes,0,0
frigate,random180,garmin,figure8,1,no,0,0
frigate,random180,garmin,figure8,2,yes,0,0
frigate,random180,garmin,figure8,2,no,0,0
frigate,random180,sony,lawnmower,1,yes,0,0
frigate,random180,sony,lawnmower,1,no,0,0
frigate,random180,sony,lawnmower,2,yes,0,0
frigate,random180,sony,lawnmower,2,no,0,0
frigate,random180,sony,figure8,1,yes,0,0
frigate,random180,sony,figure8,1,no,0,0
frigate,random180,sony,figure8,2,yes,0,0
frigate,random180,sony,figure8,2,no,0,0
frigate,random180,nadir,lawnmower,1,yes,0,0
frigate,random180,nadir,lawnmower,1,no,0,0
frigate,random180,nadir,lawnmower,2,yes,0,0
frigate,random180,nadir,lawnmower,2,no,0,0
frigate,random180,nadir,figure8,1,yes,0,0
frigate,random180,nadir,figure8,1,no,0,0
frigate,random180,nadir,figure8,2,yes,0,0
frigate,random180,nadir,figure8,2,no,0,0
tern,straight,garmin,lawnmower,1,yes,0,0
tern,straight,garmin,lawnmower,1,no,0,0
tern,straight,garmin,lawnmower,2,yes,0,0
tern,straight,garmin,lawnmower,2,no,0,0
tern,straight,garmin,figure8,1,yes,0,0
tern,straight,garmin,figure8,1,no,0,0
tern,straight,garmin,figure8,2,yes,0,0
tern,straight,garmin,figure8,2,no,0,0
tern,straight,sony,lawnmower,1,yes,0,0
tern,straight,sony,lawnmower,1,no,0,0
tern,straight,sony,lawnmower,2,yes,0,0
tern,straight,sony,lawnmower,2,no,0,0
tern,straight,sony,figure8,1,yes,0,0
tern,straight,sony,figure8,1,no,0,0
tern,straight,sony,figure8,2,yes,0,0
tern,straight,sony,figure8,2,no,0,0
tern,straight,nadir,lawnmower,1,yes,0,0
tern,straight,nadir,lawnmower,1,no,0,0
tern,straight,nadir,lawnmower,2,yes,0,0
tern,straight,nadir,lawnmower,2,no,0,0
tern,straight,nadir,figure8,1,yes,0,0
tern,straight,nadir,figure8,1,no,0,0
tern,straight,nadir,figure8,2,yes,0,0
tern,straight,nadir,figure8,2,no,0,0
tern,stop25,garmin,lawnmower,1,yes,0,0
tern,stop25,garmin,lawnmower,1,no,0,0
tern,stop25,garmin,lawnmower,2,yes,0,0
tern,stop25,garmin,lawnmower,2,no,0,0
tern,stop25,garmin,figure8,1,yes,0,0
tern,stop25,garmin,figure8,1,no,0,0
tern,stop25,garmin,figure8,2,yes,0,0
tern,stop25,garmin,figure8,2,no,0,0
tern,stop25,sony,lawnmower,1,yes,0,0
tern,stop25,sony,lawnmower,1,no,0,0
tern,stop25,sony,lawnmower,2,yes,0,0
tern,stop25,sony,lawnmower,2,no,0,0
tern,stop25,sony,figure8,1,yes,0,0
tern,stop25,sony,figure8,1,no,0,0
tern,stop25,sony,figure8,2,yes,0,0
tern,stop25,sony,figure8,2,no,0,0
tern,stop25,nadir,lawnmower,1,yes,0,0
tern,stop25,nadir,lawnmower,1,no,0,0
tern,stop25,nadir,lawnmower,2,yes,0,0
tern,stop25,nadir,lawnmower,2,no,0,0
tern,stop25,nadir,figure8,1,yes,0,0
tern,stop25,nadir,figure8,1,no,0,0
tern,stop25,nadir,figure8,2,yes,0,0
tern,stop25,nadir,figure8,2,no,0,0
tern,stop50,garmin,lawnmower,1,yes,0,0
tern,stop50,garmin,lawnmower,1,no,0,0
tern,stop50,garmin,lawnmower,2,yes,0,0
tern,stop50,garmin,lawnmower,2,no,0,0
tern,stop50,garmin,figure8,1,yes,0,0
tern,stop50,garmin,figure8,1,no,0,0
tern,stop50,garmin,figure8,2,yes,0,0
tern,stop50,garmin,figure8,2,no,0,0
tern,stop50,sony,lawnmower,1,yes,0,0
tern,stop50,sony,lawnmower,1,no,0,0
tern,stop50,sony,lawnmower,2,yes,0,0
tern,stop50,sony,lawnmower,2,no,0,0
tern,stop50,sony,figure8,1,yes,0,0
tern,stop50,sony,figure8,1,no,0,0
tern,stop50,sony,figure8,2,yes,0,0
tern,stop50,sony,figure8,2,no,0,0
tern,stop50,nadir,lawnmower,1,yes,0,0
tern,stop50,nadir,lawnmower,1,no,0,0
tern,stop50,nadir,lawnmower,2,yes,0,0
tern,stop50,nadir,lawnmower,2,no,0,0
tern,stop50,nadir,figure8,1,yes,0,0
tern,stop50,nadir,figure8,1,no,0,0
tern,stop50,nadir,figure8,2,yes,0,0
tern,stop50,nadir,figure8,2,no,0,0
tern,stop75,garmin,lawnmower,1,yes,0,0
tern,stop75,garmin,lawnmower,1,no,0,0
tern,stop75,garmin,lawnmower,2,yes,0,0
tern,stop75,garmin,lawnmower,2,no,0,0
tern,stop75,garmin,figure8,1,yes,0,0
tern,stop75,garmin,figure8,1,no,0,0
tern,stop75,garmin,figure8,2,yes,0,0
tern,stop75,garmin,figure8,2,no,0,0
tern,stop75,sony,lawnmower,1,yes,0,0
tern,stop75,sony,lawnmower,1,no,0,0
tern,stop75,sony,lawnmower,2,yes,0,0
tern,stop75,sony,lawnmower,2,no,0,0
tern,stop75,sony,figure8,1,yes,0,0
tern,stop75,sony,figure8,1,no,0,0
tern,stop75,sony,figure8,2,yes,0,0
tern,stop75,sony,figure8,2,no,0,0
tern,stop75,nadir,lawnmower,1,yes,0,0
tern,stop75,nadir,lawnmower,1,no,0,0
tern,stop75,nadir,lawnmower,2,yes,0,0
tern,stop75,nadir,lawnmower,2,no,0,0
tern,stop75,nadir,figure8,1,yes,0,0
tern,stop75,nadir,figure8,1,no,0,0
tern,stop75,nadir,figure8,2,yes,0,0
tern,stop75,nadir,figure8,2,no,0,0
tern,random60,garmin,lawnmower,1,yes,0,0
tern,random60,garmin,lawnmower,1,no,0,0
tern,random60,garmin,lawnmower,2,yes,0,0
tern,random60,garmin,lawnmower,2,no,0,0
tern,random60,garmin,figure8,1,yes,0,0
tern,random60,garmin,figure8,1,no,0,0
tern,random60,garmin,figure8,2,yes,0,0
tern,random60,garmin,figure8,2,no,0,0
tern,random60,sony,lawnmower,1,yes,0,0
tern,random60,sony,lawnmower,1,no,0,0
tern,random60,sony,lawnmower,2,yes,0,0
tern,random60,sony,lawnmower,2,no,2,1
tern,random60,sony,figure8,1,yes,0,0
tern,random60,sony,figure8,1,no,0,0
tern,random60,sony,figure8,2,yes,0,0
tern,random60,sony,figure8,2,no,0,0
tern,random60,nadir,lawnmower,1,yes,0,0
tern,random60,nadir,lawnmower,1,no,0,0
tern,random60,nadir,lawnmower,2,yes,0,0
tern,random60,nadir,lawnmower,2,no,0,0
tern,random60,nadir,figure8,1,yes,0,0
tern,random60,nadir,figure8,1,no,0,0
tern,random60,nadir,figure8,2,yes,0,0
tern,random60,nadir,figure8,2,no,0,0
tern,random120,garmin,lawnmower,1,yes,0,0
tern,random120,garmin,lawnmower,1,no,0,0
tern,random120,garmin,lawnmower,2,yes,0,0
tern,random120,garmin,lawnmower,2,no,4,1
tern,random120,garmin,figure8,1,yes,0,0
tern,random120,garmin,figure8,1,no,0,0
tern,random120,garmin,figure8,2,yes,0,0
tern,random120,garmin,figure8,2,no,0,0
tern,random120,sony,lawnmower,1,yes,4,1
tern,random120,sony,lawnmower,1,no,4,1
tern,random120,sony,lawnmower,2,yes,5,3
tern,random120,sony,lawnmower,2,no,0,0
tern,random120,sony,figure8,1,yes,0,0
tern,random120,sony,figure8,1,no,0,0
tern,random120,sony,figure8,2,yes,0,0
tern,random120,sony,figure8,2,no,0,0
tern,random120,nadir,lawnmower,1,yes,3,2
tern,random120,nadir,lawnmower,1,no,0,0
tern,random120,nadir,lawnmower,2,yes,0,0
tern,random120,nadir,lawnmower,2,no,6,1
tern,random120,nadir,figure8,1,yes,0,0
tern,random120,nadir,figure8,1,no,0,0
tern,random120,nadir,figure8,2,yes,0,0
tern,random120,nadir,figure8,2,no,0,0
tern,random180,garmin,lawnmower,1,yes,3,1
tern,random180,garmin,lawnmower,1,no,1,1
tern,random180,garmin,lawnmower,2,yes,0,0
tern,random180,garmin,lawnmower,2,no,0,0
tern,random180,garmin,figure8,1,yes,0,0
tern,random180,garmin,figure8,1,no,0,0
tern,random180,garmin,figure8,2,yes,0,0
tern,random180,garmin,figure8,2,no,0,0
tern,random180,sony,lawnmower,1,yes,0,0
tern,random180,sony,lawnmower,1,no,0,0
tern,random180,sony,lawnmower,2,yes,0,0
tern,random180,sony,lawnmower,2,no,0,0
tern,random180,sony,figure8,1,yes,0,0
tern,random180,sony,figure8,1,no,0,0
tern,random180,sony,figure8,2,yes,0,0
tern,random180,sony,figure8,2,no,0,0
tern,random180,nadir,lawnmower,1,yes,0,0
tern,random180,nadir,lawnmower,1,no,0,0
tern,random180,nadir,lawnmower,2,yes,0,0
tern,random180,nadir,lawnmower,2,no,0,0
tern,random180,nadir,figure8,1,yes,0,0
tern,random180,nadir,figure8,1,no,0,0
tern,random180,nadir,figure8,2,yes,0,0
tern,random180,nadir,figure8,2,no,0,0
